1575756111786,1.000000
1575756112146,1.000000
1575756112414,0.000000
1575757701486,2
1575757701674,1
1575757702114,1
1575757702342,1
1575757702542,1
1575757702754,1
1575757703054,1
1575757703068,1
1575757703083,1
1575757703098,1
1575757703111,1
1575757703125,1
1575757703140,1
1575757703154,1
1575757703168,1
1575757703182,1
1575757703197,1
1575757703210,1
1575757703224,1
1575757703238,1
1575757703254,1
1575757703266,1
1575757703281,1
1575757703294,1
1575757703308,1
1575757703322,1
1575757703337,1
1575757703350,1
1575757703365,1
1575757703380,1
1575757703393,1
1575757703407,1
1575757703422,1
1575757703435,1
1575757703450,1
1575757703465,1
1575757703478,1
1575757703492,1
1575757703506,1
1575757703520,1
1575757703535,1
1575757703548,1
1575757703562,1
1575757703576,1
1575757703590,1
1575757704478,1
1575757704778,1
1575757704792,1
1575757704806,1
1575757704820,1
1575757704835,1
1575757704854,1
1575757704868,1
1575757704883,1
1575757704899,1
1575757704910,1
1575757704924,1
1575757704938,1
1575757704953,1
1575757704967,1
1575757704981,1
1575757704995,1
1575757705009,1
1575757705023,1
1575757705038,1
1575757705052,1
1575757705066,1
1575757705081,1
1575757705094,1
1575757705108,1
1575757705122,1
1575757705136,1
1575757705150,1
1575757705165,1
1575757705178,1
1575757705192,1
1575757705206,1
1575757705220,1
1575757705235,1
1575757705250,1
1575757705265,1
1575757705277,1
1575757705291,1
1575757705305,1
1575757705319,1
1575757705333,1
1575757705348,1
1575757705361,1
1575757705375,1
1575757705389,1
1575757705403,1
1575757705418,1
1575757705432,1
1575757705448,1
1575757705460,1
1575757705474,1
1575757705489,1
1575757705503,1
1575757705518,1
1575757705534,1
1575757705548,1
1575757705562,1
1575757705576,1
1575757705590,1
1575757705604,1
1575757705618,1
1575757705633,1
1575757705646,1
1575757705660,1
1575757705674,1
1575757705688,1
1575757705703,1
1575757705717,1
1575757705731,1
1575757705745,1
1575757705759,1
1575757705773,1
1575757705787,1
1575757705801,1
1575757705815,1
1575757705830,1
1575757705843,1
1575757705858,1
1575757705872,1
1575757705886,1
1575757705900,1
1575757705914,1
1575757705928,1
1575757705942,1
1575757705957,1
1575757705971,1
1575757705985,1
1575757706001,1
1575757706014,1
1575757706028,1
1575757706042,1
1575757706056,1
1575757706070,1
1575757706084,1
1575757706099,1
1575757706113,1
1575757706127,1
1575757706141,1
1575757706155,1
1575757706169,1
1575757706183,1
1575757706199,1
1575757706211,1
1575757706226,1
1575757706240,1
1575757706255,1
1575757706269,1
1575757706284,1
1575757706298,1
1575757706314,1
1575757706327,1
1575757706341,1
1575757706356,1
1575757706370,1
1575757706384,1
1575757706399,1
1575757706413,1
1575757706426,1
1575757706440,1
1575757706454,1
1575757706468,1
1575757706482,1
1575757706496,1
1575757706510,1
1575757706524,1
1575757706538,1
1575757706552,1
1575757706566,1
1575757706580,1
1575757706594,1
1575757706608,1
1575757706622,1
1575757706636,1
1575757706650,1
1575757706665,1
1575757706678,1
1575757706692,1
1575757706706,1
1575757706720,1
1575757706734,1
1575757706748,1
1575757706763,1
1575757706776,1
1575757706790,1
1575757706804,1
1575757706818,1
1575757706832,1
1575757706847,1
1575757706860,1
1575757706874,1
1575757706888,1
1575757706902,1
1575757706916,1
1575757706930,1
1575757706943,1
1575757706958,1
1575757706973,1
1575757706986,1
1575757707000,1
1575757707015,1
1575757707028,1
1575757707042,1
1575757707057,1
1575757707070,1
1575757707084,1
1575757707098,1
1575757707112,1
1575757707126,1
1575757707140,1
1575757707155,1
1575757707169,1
1575757707183,1
1575757707198,1
1575757707211,1
1575757707226,1
1575757707241,1
1575757707254,1
1575757707268,1
1575757707282,1
1575757707299,1
1575757707310,1
1575757707324,1
1575757707338,1
1575757707352,1
1575757707368,1
1575757707381,1
1575757707394,1
1575757707408,1
1575757707422,1
1575757707436,1
1575757707450,1
1575757707466,1
1575757707478,1
1575757707492,1
1575757707506,1
1575757707520,1
1575757707535,1
1575757707549,1
1575757707566,1
1575757707578,1
1575757707591,1
1575757707605,1
1575757707619,1
1575757707634,1
1575757707649,1
1575757707661,1
1575757707675,1
1575757707689,1
1575757707703,1
1575757707718,1
1575757707733,1
1575757707748,1
1575757707760,1
1575757707774,1
1575757707790,1
1575757707804,1
1575757707818,1
1575757707833,1
1575757707848,1
1575757707861,1
1575757707876,1
1575757707890,1
1575757707904,1
1575757707918,1
1575757707933,1
1575757707948,1
1575757707960,1
1575757707975,1
1575757707989,1
1575757708003,1
1575757708017,1
1575757708033,1
1575757708044,1
1575757708059,1
1575757708073,1
1575757708087,1
1575757708101,1
1575757708115,1
1575757708129,1
1575757708143,1
1575757708157,1
1575757708171,1
1575757708186,1
1575757708200,1
1575757708214,1
1575757708228,1
1575757708243,1
1575757708257,1
1575757708271,1
1575757708285,1
1575757708301,1
1575757708315,1
1575757708327,1
1575757708342,1
1575757708356,1
1575757708371,1
1575757708384,1
1575757708398,1
1575757708412,1
1575757708426,1
1575757708440,1
1575757708454,1
1575757708469,1
1575757708483,1
1575757708503,1
1575757708511,1
1575757708525,1
1575757708539,1
1575757708553,1
1575757708568,1
1575757708583,1
1575757708596,1
1575757708610,1
1575757708624,1
1575757708640,1
1575757708652,1
1575757708667,1
1575757708682,1
1575757708694,1
1575757708709,1
1575757708723,1
1575757708737,1
1575757708751,1
1575757708765,1
1575757708780,1
1575757708793,1
1575757708811,1
1575757708821,1
1575757708836,1
1575757708853,1
1575757708866,1
1575757708885,1
1575757708894,1
1575757708907,1
1575757708921,1
1575757708935,1
1575757708949,1
1575757708965,1
1575757708977,1
1575757708991,1
1575757709005,1
1575757709022,1
1575757709034,1
1575757709052,1
1575757709062,1
1575757709075,1
1575757709090,1
1575757709104,1
1575757709122,1
1575757709132,1
1575757709149,1
1575757709160,1
1575757709174,1
1575757709188,1
1575757709202,1
1575757709217,1
1575757709233,1
1575757709244,1
1575757709259,1
1575757709273,1
1575757709287,1
1575757709301,1
1575757709315,1
1575757709332,1
1575757709343,1
1575757709357,1
1575757709371,1
1575757709385,1
1575757709399,1
1575757709413,1
1575757709427,1
1575757709441,1
1575757709456,1
1575757709469,1
1575757709484,1
1575757709497,1
1575757709511,1
1575757709524,1
1575757709539,1
1575757709553,1
1575757709567,1
1575757709581,1
1575757709596,1
1575757709609,1
1575757709623,1
1575757709637,1
1575757709652,1
1575757709665,1
1575757709679,1
1575757709694,1
1575757709708,1
1575757709723,1
1575757709737,1
1575757709751,1
1575757709765,1
1575757709781,1
1575757709792,1
1575757709807,1
1575757709821,1
1575757709835,1
1575757709849,1
1575757709864,1
1575757709877,1
1575757709891,1
1575757709905,1
1575757709919,1
1575757709934,1
1575757709948,1
1575757709962,1
1575757709976,1
1575757709990,1
1575757710004,1
1575757710018,1
1575757710032,1
1575757710049,1
1575757710060,1
1575757710074,1
1575757710088,1
1575757710102,1
1575757710116,1
1575757710132,1
1575757710144,1
1575757710158,1
1575757710172,1
1575757710186,1
1575757710200,1
1575757710215,1
1575757710228,1
1575757710242,1
1575757710256,1
1575757710270,1
1575757710284,1
1575757710298,1
1575757710312,1
1575757710326,1
1575757710340,1
1575757710354,1
1575757710368,1
1575757710382,1
1575757710396,1
1575757710410,1
1575757710424,1
1575757710438,1
1575757710453,1
1575757710467,1
1575757710482,1
1575757710496,1
1575757710510,1
1575757710525,1
1575757710539,1
1575757710554,1
1575757710568,1
1575757710582,1
1575757710598,1
1575757710611,1
1575757710625,1
1575757710639,1
1575757710653,1
1575757710668,1
1575757710682,1
1575757710696,1
1575757710710,1
1575757710724,1
1575757710738,1
1575757710752,1
1575757710766,1
1575757710781,1
1575757710794,1
1575757710808,1
1575757710822,1
1575757710836,1
1575757710850,1
1575757710864,1
1575757710878,1
1575757710892,1
1575757710906,1
1575757710920,1
1575757710934,1
1575757710949,1
1575757710962,1
1575757710976,1
1575757710990,1
1575757711005,1
1575757711019,1
1575757711033,1
1575757711049,1
1575757711061,1
1575757711075,1
1575757711089,1
1575757711103,1
1575757711117,1
1575757711131,1
1575757711145,1
1575757711159,1
1575757711173,1
1575757711188,1
1575757711202,1
1575757711217,1
1575757711231,1
1575757711245,1
1575757711259,1
1575757711273,1
1575757711287,1
1575757711302,1
1575757711316,1
1575757711332,1
1575757711344,1
1575757711358,1
1575757711372,1
1575757711386,1
1575757711401,1
1575757711415,1
1575757711429,1
1575757711443,1
1575757711459,1
1575757711472,1
1575757711487,1
1575757711501,1
1575757711516,1
1575757711531,1
1575757711544,1
1575757711559,1
1575757711573,1
1575757711587,1
1575757711601,1
1575757711615,1
1575757711630,1
1575757711643,1
1575757711657,1
1575757711671,1
1575757711685,1
1575757711700,1
1575757711715,1
1575757711727,1
1575757711741,1
1575757711755,1
1575757711769,1
1575757711784,1
1575757711798,1
1575757711813,1
1575757711826,1
1575757711840,1
1575757711854,1
1575757711868,1
1575757711883,1
1575757711897,1
1575757711911,1
1575757711926,1
1575757711940,1
1575757711954,1
1575757711968,1
1575757711982,1
1575757711997,1
1575757712010,1
1575757712024,1
1575757712038,1
1575757712052,1
1575757712066,1
1575757712081,1
1575757712096,1
1575757712109,1
1575757712123,1
1575757712137,1
1575757712151,1
1575757712165,1
1575757712179,1
1575757712193,1
1575757712207,1
1575757712221,1
1575757712235,1
1575757712249,1
1575757712265,1
1575757712277,1
1575757712291,1
1575757712305,1
1575757712319,1
1575757712335,1
1575757712349,1
1575757712361,1
1575757712375,1
1575757712390,1
1575757712404,1
1575757712417,1
1575757712432,1
1575757712445,1
1575757712459,1
1575757712473,1
1575757712487,1
1575757712501,1
1575757712516,1
1575757712530,1
1575757712544,1
1575757712557,1
1575757712571,1
1575757712585,1
1575757712600,1
1575757712616,1
1575757712627,1
1575757712641,1
1575757712656,1
1575757712670,1
1575757712684,1
1575757712698,1
1575757712714,1
1575757712726,1
1575757712740,1
1575757712754,1
1575757712768,1
1575757712782,1
1575757712796,1
1575757712810,1
1575757712824,1
1575757712838,1
1575757712852,1
1575757712866,1
1575757712881,1
1575757712894,1
1575757712908,1
1575757712923,1
1575757712938,1
1575757712952,1
1575757712966,1
1575757712982,1
1575757712995,1
1575757713009,1
1575757713023,1
1575757713038,1
1575757713052,1
1575757713067,1
1575757714058,1
1575757714358,1
1575757714372,1
1575757714386,1
1575757714401,1
1575757714415,1
1575757714431,1
1575757714444,1
1575757714459,1
1575757714473,1
1575757714487,1
1575757714502,1
1575757714515,1
1575757714530,1
1575757714543,1
1575757714557,1
1575757714571,1
1575757714585,1
1575757714601,1
1575757714614,1
1575757714628,1
1575757714642,1
1575757714657,1
1575757714670,1
1575757714685,1
1575757714699,1
1575757714716,1
1575757714728,1
1575757714742,1
1575757714756,1
1575757714770,1
1575757714784,1
1575757714799,1
1575757714815,1
1575757714827,1
1575757714841,1
1575757714855,1
1575757714870,1
1575757714883,1
1575757714897,1
1575757714911,1
1575757714926,1
1575757714940,1
1575757714954,1
1575757714968,1
1575757714982,1
1575757714998,1
1575757715011,1
1575757715025,1
1575757715039,1
1575757715053,1
1575757715068,1
1575757715082,1
1575757715096,1
1575757715110,1
1575757715124,1
1575757715139,1
1575757715153,1
1575757715167,1
1575757715181,1
1575757715195,1
1575757715209,1
1575757715223,1
1575757715238,1
1575757715253,1
1575757715267,1
1575757715283,1
1575757715296,1
1575757715682,1
1575757715982,1
1575757715998,1
1575757716011,1
1575757716026,1
1575757716040,1
1575757716055,1
1575757716069,1
1575757740234,1
1575757740402,1
1575757741918,1
1575757742558,1
1575757760162,1
1575757760338,1
1575757760381,1
1575757760526,1
1575757760558,1
1575757760604,1
1575757760732,1
1575757760773,1
1575757760817,1
1575757760941,1
1575757760983,1
1575757761025,1
1575757761148,1
1575757761192,1
1575757761373,1
1575757762486,1
1575757762655,1
1575757762688,1
1575757762868,1
1575757762919,1
1575757763105,1
1575757763146,1
1575757763333,1
1575757763378,1
1575757763567,1
1575757769186,1
1575757769426,1
1575757769638,1
1575757769848,1
1575757770060,1
1575757772814,1
1575757773041,1
1575757773253,1
1575757773466,1
1575757773676,1
1575757776042,1
1575757776268,1
1575757776493,1
1575757776703,1
1575757776910,1
1575757779854,1
1575757780090,1
1575757780307,1
1575757780511,1
1575757780724,1
1575757781970,1
1575757782203,1
1575757782413,1
1575757782634,1
1575757782851,1
1575757813870,1
1575757814033,1
1575757814109,1
1575757814235,1
1575757814319,1
1575757814455,1
1575757814538,1
1575757814665,1
1575757814749,1
1575757814879,1
1575758007025,1
1575758007201,1
1575758007229,1
1575758007369,1
1575758007438,1
1575758007438,1
1575758007601,1
1575758007642,1
1575758007642,1
1575758007805,1
1575758007845,1
1575758007845,1
1575758008007,1
1575758008048,1
1575758008229,1
1575758008285,1
1575758008461,1
1575758008521,1
1575758008687,1
1575758008728,1
1575758008894,1
1575758008938,1
1575758009101,1
1575758009143,1
1575758009317,1
1575758024244,1
1575758024445,1
1575758024648,1
1575758024869,1
1575758025077,1
1575778995989,2,1.000000
